n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
6356,15670,4.930774071743235,19493620.86000029,1244.008989151263,2.9159848961611075,"{0: 0, 1: 405, 2: 126, 3: 5431, 4: 388, 5: 4, 6: 2}","{0: 0.0, 1: 0.06371932032724985, 2: 0.019823788546255508, 3: 0.8544682190056639, 4: 0.06104468219005664, 5: 0.0006293266205160479, 6: 0.00031466331025802394}",5951,9998531.451000022,9233,1082.9125366619758,1.1371293427465263,0.00021661431820643344,1
