n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
2916,6473,4.439643347050755,6973853.097000009,1077.3757294917364,2.948559670781893,"{0: 0, 1: 161, 2: 83, 3: 2432, 4: 227, 5: 11, 6: 2}","{0: 0.0, 1: 0.05521262002743484, 2: 0.028463648834019206, 3: 0.8340192043895748, 4: 0.07784636488340192, 5: 0.0037722908093278463, 6: 0.0006858710562414266}",2755,3808332.3740000175,4293,887.1028124854455,1.107381179515234,0.0006988120195667365,1
