n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
4100,7972,3.888780487804878,8288973.058000044,1039.7607950326196,2.8917073170731706,"{0: 0, 1: 234, 2: 218, 3: 3411, 4: 233, 5: 3, 6: 1}","{0: 0.0, 1: 0.05707317073170732, 2: 0.05317073170731707, 3: 0.8319512195121951, 4: 0.05682926829268293, 5: 0.0007317073170731707, 6: 0.00024390243902439024}",3866,4648579.431000008,5999,774.8923872312066,1.1218548835800446,0.0001666944490748458,1
