n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
857,1566,3.6546091015169195,1380307.1370000031,881.4221819923391,2.855309218203034,"{0: 0, 1: 59, 2: 36, 3: 733, 4: 28, 5: 1}","{0: 0.0, 1: 0.06884480746791131, 2: 0.042007001166861145, 3: 0.8553092182030338, 4: 0.03267211201866978, 5: 0.0011668611435239206}",798,794732.7969999971,1230,646.1242252032497,1.1567972604334102,0.0,1
