n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
209,404,3.8660287081339715,126344.49700000013,312.7339034653469,2.8803827751196174,"{0: 0, 1: 11, 2: 11, 3: 179, 4: 8}","{0: 0.0, 1: 0.05263157894736842, 2: 0.05263157894736842, 3: 0.8564593301435407, 4: 0.03827751196172249}",198,74364.67100000007,303,245.42795709570981,1.0847309417733233,0.0,1
