n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
1761,3374,3.831913685406019,1883467.2979999976,558.2297860106692,3.0897217490062463,"{0: 0, 1: 43, 2: 33, 3: 1439, 4: 225, 5: 11, 6: 10}","{0: 0.0, 1: 0.02441794434980125, 2: 0.018739352640545145, 3: 0.8171493469619534, 4: 0.12776831345826234, 5: 0.006246450880181715, 6: 0.0056785917092561046}",1718,1232284.983,2713,454.214884998157,1.0649283062662065,0.0007371913011426465,1
