n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
6455,15712,4.868164213787761,22577576.218000058,1436.9638631619182,2.8144074360960496,"{0: 0, 1: 761, 2: 151, 3: 5085, 4: 441, 5: 17}","{0: 0.0, 1: 0.11789310611928737, 2: 0.023392718822618126, 3: 0.7877614252517429, 4: 0.06831913245546088, 5: 0.002633617350890782}",5694,11620506.78199997,9068,1281.4850884428727,1.1149455749795292,0.0005513895015438906,1
