n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count
4061,9343,4.601329721743413,11044174.000000004,1182.0800599379218,2.8734301896084706,"{0: 0, 1: 328, 2: 189, 3: 3229, 4: 304, 5: 6, 6: 5}","{0: 0.0, 1: 0.08076828367397193, 2: 0.046540261019453334, 3: 0.7951243536074858, 4: 0.07485840925880326, 5: 0.0014774686037921695, 6: 0.0012312238364934746}",3733,5849148.194999998,5850,999.854392307692,1.1185947402186802,0.0013675213675213675,1
